5.9200537204742432e-01,2.6322696357965469e-02,-1.6377417743206024e-01
1.2523671984672546e-01,-4.0049088001251221e-01,-2.4056655168533325e-01
-3.2391020655632019e-01,5.0207477807998657e-01,2.5923246517777443e-02
-2.2412893176078796e-01,-4.1999347507953644e-02,2.9861646890640259e-01
-1.9951197504997253e-01,2.1671557798981667e-02,5.5004698038101196e-01
-1.5353937447071075e-01,-7.2118505835533142e-02,4.9371075630187988e-01
-8.0240629613399506e-02,5.5064503103494644e-02,-1.9581788778305054e-01
1.3927252590656281e-01,-2.4593225121498108e-01,-3.7614831328392029e-01
-2.2727605700492859e-01,-4.1333138942718506e-01,1.2639680504798889e-01
5.0891655683517456e-01,-1.3382649421691895e-01,-1.5629291534423828e-01
-2.6401418447494507e-01,4.8712679743766785e-01,-2.4254208803176880e-01
9.5524743199348450e-02,2.9973426461219788e-01,-9.8693082109093666e-03
